Site,Exposure,date,year,time,depth,transect,Family,Functional Group,species,length,number,a,b,Biomass,Total Biomass(kg)
Washing Machine,Oblique,9/21/11,2011,7:51,deep,1,Pomacanthidae,Omnivore,cen.bico,6,1,0.0745,2.577,7.541401187,0.007541401
Washing Machine,Oblique,9/21/11,2011,7:51,deep,2,Pomacanthidae,Omnivore,cen.bico,6,1,0.0745,2.577,7.541401187,0.007541401
Washing Machine,Oblique,9/21/11,2011,7:51,deep,1,Pomacanthidae,Omnivore,cen.bico,8,1,0.0745,2.577,15.82774954,0.01582775
Washing Machine,Oblique,9/21/11,2011,7:51,deep,1,Pomacanthidae,Omnivore,cen.bico,8,1,0.0745,2.577,15.82774954,0.01582775
Washing Machine,Oblique,9/21/11,2011,7:51,deep,1,Pomacanthidae,Omnivore,cen.bico,8,1,0.0745,2.577,15.82774954,0.01582775
Washing Machine,Oblique,9/21/11,2011,7:51,deep,2,Pomacanthidae,Omnivore,cen.bico,8,1,0.0745,2.577,15.82774954,0.01582775
Washing Machine,Oblique,9/21/11,2011,7:51,deep,2,Pomacanthidae,Omnivore,cen.bico,8,1,0.0745,2.577,15.82774954,0.01582775
Washing Machine,Oblique,9/21/11,2011,7:51,deep,1,Pomacanthidae,Omnivore,cen.bico,9,1,0.0745,2.577,21.44071281,0.021440713
Washing Machine,Oblique,9/21/11,2011,7:51,deep,1,Pomacanthidae,Omnivore,cen.bico,9,1,0.0745,2.577,21.44071281,0.021440713
Washing Machine,Oblique,9/21/11,2011,7:51,deep,2,Pomacanthidae,Omnivore,cen.bico,9,1,0.0745,2.577,21.44071281,0.021440713
Washing Machine,Oblique,9/21/11,2011,7:51,deep,2,Pomacanthidae,Omnivore,cen.bico,9,1,0.0745,2.577,21.44071281,0.021440713
Washing Machine,Oblique,9/21/11,2011,7:51,deep,3,Pomacanthidae,Omnivore,cen.bico,9,1,0.0745,2.577,21.44071281,0.021440713
Washing Machine,Oblique,9/21/11,2011,7:51,deep,3,Pomacanthidae,Omnivore,cen.bico,9,1,0.0745,2.577,21.44071281,0.021440713
Washing Machine,Oblique,9/21/11,2011,7:51,deep,2,Pomacanthidae,Omnivore,cen.bico,11,1,0.0745,2.577,35.96045867,0.035960459
Washing Machine,Oblique,1/13/15,2015,12:37,deep,1,Pomacanthidae,Omnivore,cen.bico,10,1,0.0745,2.577,28.12912822,0.028129128
Washing Machine,Oblique,1/13/15,2015,12:46,deep,2,Pomacanthidae,Omnivore,cen.bico,10,2,0.0745,2.577,28.12912822,0.056258256
Washing Machine,Oblique,1/13/15,2015,12:46,deep,2,Pomacanthidae,Omnivore,cen.bico,11,1,0.0745,2.577,35.96045867,0.035960459
Washing Machine,Oblique,1/13/15,2015,12:46,deep,2,Pomacanthidae,Omnivore,cen.bico,12,1,0.0745,2.577,44.9993607,0.044999361
Washing Machine,Oblique,1/13/15,2015,12:46,deep,2,Pomacanthidae,Omnivore,cen.bico,13,1,0.0745,2.577,55.30804298,0.055308043
Washing Machine,Oblique,9/21/11,2011,928,shallow,1,Pomacanthidae,Omnivore,cen.bico,8,1,0.0745,2.577,15.82774954,0.01582775
Washing Machine,Oblique,9/21/11,2011,928,shallow,1,Pomacanthidae,Omnivore,cen.bico,9,1,0.0745,2.577,21.44071281,0.021440713
Washing Machine,Oblique,9/21/11,2011,928,shallow,1,Pomacanthidae,Omnivore,cen.bico,10,1,0.0745,2.577,28.12912822,0.028129128
Washing Machine,Oblique,9/21/11,2011,1021,shallow,3,Pomacanthidae,Omnivore,cen.bico,10,1,0.0745,2.577,28.12912822,0.028129128
Washing Machine,Oblique,9/21/11,2011,928,shallow,1,Pomacanthidae,Omnivore,cen.bico,11,1,0.0745,2.577,35.96045867,0.035960459
Washing Machine,Oblique,9/21/11,2011,928,shallow,1,Pomacanthidae,Omnivore,cen.bico,12,1,0.0745,2.577,44.9993607,0.044999361
Washing Machine,Oblique,9/21/11,2011,1021,shallow,3,Pomacanthidae,Omnivore,cen.bico,12,1,0.0745,2.577,44.9993607,0.044999361
Washing Machine,Oblique,9/21/11,2011,944,shallow,2,Pomacanthidae,Omnivore,cen.bico,13,1,0.0745,2.577,55.30804298,0.055308043
Washing Machine,Oblique,9/21/11,2011,1021,shallow,3,Pomacanthidae,Omnivore,cen.bico,14,1,0.0745,2.577,66.94655301,0.066946553
Washing Machine,Oblique,9/21/11,2011,944,shallow,2,Pomacanthidae,Omnivore,cen.bico,15,1,0.0745,2.577,79.97301095,0.079973011
Washing Machine,Oblique,9/21/11,2011,944,shallow,2,Pomacanthidae,Omnivore,cen.bico,17,1,0.0745,2.577,110.4137457,0.110413746
Bommie Bay,Oblique,1/10/15,2015,10:20,shallow,2,Pomacanthidae,Cropper,cen.bisp,10,1,0.092,2.458,26.41118135,0.026411181
Coconut,Exposed,1/10/15,2015,13:11,deep,3,Pomacanthidae,Cropper,cen.bisp,14,1,0.092,2.458,60.39076611,0.060390766
North Reef,Sheltered,1/7/15,2015,10:28,shallow,1,Pomacanthidae,Cropper,cen.bisp,12,1,0.092,2.458,41.34427019,0.04134427
Washing Machine,Oblique,9/21/11,2011,7:51,deep,1,Pomacanthidae,Cropper,cen.bisp,8,1,0.092,2.458,15.26100081,0.015261001
Big Vickis,Sheltered,1/8/15,2015,13:32,deep,3,Pomacanthidae,Omnivore,cen.vrol,9,1,0.0745,2.577,21.44071281,0.021440713
Bommie Bay,Oblique,9/21/11,2011,1519,shallow,3,Pomacanthidae,Omnivore,cen.vrol,15,1,0.0745,2.577,79.97301095,0.079973011
Bommie Bay,Oblique,1/10/15,2015,10:20,shallow,2,Pomacanthidae,Omnivore,cen.vrol,10,1,0.0745,2.577,28.12912822,0.028129128
Bommie Bay,Oblique,1/10/15,2015,10:20,shallow,2,Pomacanthidae,Omnivore,cen.vrol,12,1,0.0745,2.577,44.9993607,0.044999361
Bommie Bay,Oblique,1/10/15,2015,10:59,shallow,3,Pomacanthidae,Omnivore,cen.vrol,11,1,0.0745,2.577,35.96045867,0.035960459
Bommie Bay,Oblique,1/10/15,2015,10:59,shallow,3,Pomacanthidae,Omnivore,cen.vrol,13,1,0.0745,2.577,55.30804298,0.055308043
Coconut,Exposed,9/26/11,2011,8:09,deep,2,Pomacanthidae,Omnivore,cen.vrol,9,1,0.0745,2.577,21.44071281,0.021440713
Coconut,Exposed,9/26/11,2011,8:09,deep,1,Pomacanthidae,Omnivore,cen.vrol,13,1,0.0745,2.577,55.30804298,0.055308043
Coconut,Exposed,1/10/15,2015,12:38,deep,2,Pomacanthidae,Omnivore,cen.vrol,10,3,0.0745,2.577,28.12912822,0.084387385
Coconut,Exposed,9/26/11,2011,1030,shallow,2,Pomacanthidae,Omnivore,cen.vrol,10,1,0.0745,2.577,28.12912822,0.028129128
Coconut,Exposed,1/10/15,2015,14:43,shallow,2,Pomacanthidae,Omnivore,cen.vrol,12,2,0.0745,2.577,44.9993607,0.089998721
Coconut,Exposed,1/10/15,2015,14:43,shallow,2,Pomacanthidae,Omnivore,cen.vrol,16,1,0.0745,2.577,94.44380331,0.094443803
Granite,Sheltered,9/22/11,2011,1326,deep,2,Pomacanthidae,Omnivore,cen.vrol,15,1,0.0745,2.577,79.97301095,0.079973011
Granite,Sheltered,1/7/15,2015,13:29,deep,3,Pomacanthidae,Omnivore,cen.vrol,13,1,0.0745,2.577,55.30804298,0.055308043
Granite,Sheltered,1/7/15,2015,15:27,shallow,3,Pomacanthidae,Omnivore,cen.vrol,12,1,0.0745,2.577,44.9993607,0.044999361
LTMP1,Exposed,9/20/11,2011,1428,deep,3,Pomacanthidae,Omnivore,cen.vrol,15,1,0.0745,2.577,79.97301095,0.079973011
LTMP1,Exposed,9/20/11,2011,15:26,shallow,1,Pomacanthidae,Omnivore,cen.vrol,9,1,0.0745,2.577,21.44071281,0.021440713
LTMP1,Exposed,9/20/11,2011,15:26,shallow,3,Pomacanthidae,Omnivore,cen.vrol,11,1,0.0745,2.577,35.96045867,0.035960459
LTMP1,Exposed,1/13/15,2015,11:15,shallow,3,Pomacanthidae,Omnivore,cen.vrol,12,2,0.0745,2.577,44.9993607,0.089998721
LTMP3,Exposed,9/20/11,2011,10:43,shallow,2,Pomacanthidae,Omnivore,cen.vrol,13,1,0.0745,2.577,55.30804298,0.055308043
Monkey's Butt,Lagoon,1/9/15,2015,10:22,shallow,2,Pomacanthidae,Omnivore,cen.vrol,14,1,0.0745,2.577,66.94655301,0.066946553
North Reef,Sheltered,1/7/15,2015,8:14,deep,2,Pomacanthidae,Omnivore,cen.vrol,14,1,0.0745,2.577,66.94655301,0.066946553
North Reef,Sheltered,9/25/11,2011,15:00,shallow,1,Pomacanthidae,Omnivore,cen.vrol,9,1,0.0745,2.577,21.44071281,0.021440713
North Reef,Sheltered,1/7/15,2015,10:45,shallow,2,Pomacanthidae,Omnivore,cen.vrol,10,2,0.0745,2.577,28.12912822,0.056258256
Pidgin Point,Exposed,1/11/15,2015,14:28,shallow,1,Pomacanthidae,Omnivore,cen.vrol,10,1,0.0745,2.577,28.12912822,0.028129128
Pidgin Point,Exposed,1/11/15,2015,14:39,shallow,2,Pomacanthidae,Omnivore,cen.vrol,14,1,0.0745,2.577,66.94655301,0.066946553
Steve's Gully,Oblique,1/12/15,2015,8:01,deep,1,Pomacanthidae,Omnivore,cen.vrol,9,1,0.0745,2.577,21.44071281,0.021440713
Steve's Gully,Oblique,1/12/15,2015,8:01,deep,1,Pomacanthidae,Omnivore,cen.vrol,10,1,0.0745,2.577,28.12912822,0.028129128
Big Vickis,Sheltered,9/22/11,2011,9:38,shallow,3,Pomacanthidae,Omnivore,poc.semi,27,1,0.0669,2.724,530.2259896,0.53022599
Coconut,Exposed,1/10/15,2015,14:32,shallow,1,Pomacanthidae,Omnivore,poc.semi,14,1,0.0669,2.724,88.60921456,0.088609215
LTMP3,Exposed,1/11/15,2015,10:08,shallow,1,Pomacanthidae,Omnivore,poc.semi,17,1,0.0669,2.724,150.3726937,0.150372694
Pidgin Point,Exposed,1/11/15,2015,14:39,shallow,2,Pomacanthidae,Omnivore,poc.semi,27,1,0.0669,2.724,530.2259896,0.53022599
Washing Machine,Oblique,9/21/11,2011,944,shallow,2,Pomacanthidae,Omnivore,poc.semi,35,1,0.0669,2.724,1075.146067,1.075146067
Big Vickis,Sheltered,9/22/11,2011,9:38,shallow,1,Pomacanthidae,Omnivore,poc.sexs,12,1,0.0669,2.724,58.2258493,0.058225849
Big Vickis,Sheltered,9/22/11,2011,9:38,shallow,1,Pomacanthidae,Omnivore,poc.sexs,25,1,0.0669,2.724,429.9467806,0.429946781
Big Vickis,Sheltered,9/22/11,2011,9:38,shallow,2,Pomacanthidae,Omnivore,poc.sexs,34,1,0.0669,2.724,993.5155933,0.993515593
Big Vickis,Sheltered,1/8/15,2015,12:35,deep,1,Pomacanthidae,Omnivore,poc.sexs,11,1,0.0669,2.724,45.93881541,0.045938815
Big Vickis,Sheltered,1/8/15,2015,12:35,deep,1,Pomacanthidae,Omnivore,poc.sexs,26,1,0.0669,2.724,478.4246167,0.478424617
Big Vickis,Sheltered,1/8/15,2015,12:35,deep,1,Pomacanthidae,Omnivore,poc.sexs,28,1,0.0669,2.724,585.4429697,0.58544297
Big Vickis,Sheltered,1/8/15,2015,12:35,deep,1,Pomacanthidae,Omnivore,poc.sexs,33,1,0.0669,2.724,915.9211549,0.915921155
Big Vickis,Sheltered,1/8/15,2015,12:50,deep,2,Pomacanthidae,Omnivore,poc.sexs,17,1,0.0669,2.724,150.3726937,0.150372694
Big Vickis,Sheltered,1/8/15,2015,13:32,deep,3,Pomacanthidae,Omnivore,poc.sexs,25,1,0.0669,2.724,429.9467806,0.429946781
Big Vickis,Sheltered,1/8/15,2015,14:40,shallow,1,Pomacanthidae,Omnivore,poc.sexs,14,1,0.0669,2.724,88.60921456,0.088609215
Big Vickis,Sheltered,1/8/15,2015,15:47,shallow,3,Pomacanthidae,Omnivore,poc.sexs,14,1,0.0669,2.724,88.60921456,0.088609215
Blue Lagoon,Lagoon,9/25/11,2011,840,deep,3,Pomacanthidae,Omnivore,poc.sexs,15,1,0.0669,2.724,106.9297884,0.106929788
Blue Lagoon,Lagoon,9/25/11,2011,803,deep,2,Pomacanthidae,Omnivore,poc.sexs,24,1,0.0669,2.724,384.6994277,0.384699428
Blue Lagoon,Lagoon,1/14/15,2015,11:58,deep,1,Pomacanthidae,Omnivore,poc.sexs,13,1,0.0669,2.724,72.41154427,0.072411544
Blue Lagoon,Lagoon,9/25/11,2011,9:33,shallow,1,Pomacanthidae,Omnivore,poc.sexs,20,1,0.0669,2.724,234.1163939,0.234116394
Blue Lagoon,Lagoon,1/14/15,2015,13:26,shallow,3,Pomacanthidae,Omnivore,poc.sexs,12,1,0.0669,2.724,58.2258493,0.058225849
Bommie Bay,Oblique,9/21/11,2011,12:57,deep,1,Pomacanthidae,Omnivore,poc.sexs,27,1,0.0669,2.724,530.2259896,0.53022599
Bommie Bay,Oblique,1/10/15,2015,8:53,deep,3,Pomacanthidae,Omnivore,poc.sexs,18,1,0.0669,2.724,175.7067402,0.17570674
Bommie Bay,Oblique,1/10/15,2015,10:08,shallow,1,Pomacanthidae,Omnivore,poc.sexs,16,1,0.0669,2.724,127.4820241,0.127482024
Bommie Bay,Oblique,1/10/15,2015,10:20,shallow,2,Pomacanthidae,Omnivore,poc.sexs,20,1,0.0669,2.724,234.1163939,0.234116394
Coconut,Exposed,9/26/11,2011,8:09,deep,1,Pomacanthidae,Omnivore,poc.sexs,15,1,0.0669,2.724,106.9297884,0.106929788
Coconut,Exposed,1/10/15,2015,12:38,deep,2,Pomacanthidae,Omnivore,poc.sexs,17,1,0.0669,2.724,150.3726937,0.150372694
Coconut,Exposed,1/10/15,2015,13:11,deep,3,Pomacanthidae,Omnivore,poc.sexs,17,1,0.0669,2.724,150.3726937,0.150372694
Coconut,Exposed,9/26/11,2011,1112,shallow,3,Pomacanthidae,Omnivore,poc.sexs,29,1,0.0669,2.724,644.1666907,0.644166691
Coconut,Exposed,1/10/15,2015,15:20,shallow,3,Pomacanthidae,Omnivore,poc.sexs,25,1,0.0669,2.724,429.9467806,0.429946781
Granite,Sheltered,9/22/11,2011,1312,deep,1,Pomacanthidae,Omnivore,poc.sexs,45,1,0.0669,2.724,2131.949952,2.131949952
Granite,Sheltered,1/7/15,2015,12:48,deep,1,Pomacanthidae,Omnivore,poc.sexs,21,1,0.0669,2.724,267.3938883,0.267393888
Granite,Sheltered,1/7/15,2015,12:48,deep,1,Pomacanthidae,Omnivore,poc.sexs,24,1,0.0669,2.724,384.6994277,0.384699428
Granite,Sheltered,1/7/15,2015,12:48,deep,1,Pomacanthidae,Omnivore,poc.sexs,26,1,0.0669,2.724,478.4246167,0.478424617
Granite,Sheltered,1/7/15,2015,13:29,deep,3,Pomacanthidae,Omnivore,poc.sexs,21,1,0.0669,2.724,267.3938883,0.267393888
Granite,Sheltered,9/22/11,2011,14:55,shallow,1,Pomacanthidae,Omnivore,poc.sexs,29,1,0.0669,2.724,644.1666907,0.644166691
LTMP1,Exposed,9/20/11,2011,15:26,shallow,1,Pomacanthidae,Omnivore,poc.sexs,21,1,0.0669,2.724,267.3938883,0.267393888
LTMP1,Exposed,1/13/15,2015,10:39,shallow,2,Pomacanthidae,Omnivore,poc.sexs,14,1,0.0669,2.724,88.60921456,0.088609215
LTMP1,Exposed,1/13/15,2015,10:39,shallow,2,Pomacanthidae,Omnivore,poc.sexs,15,1,0.0669,2.724,106.9297884,0.106929788
LTMP3,Exposed,9/20/11,2011,919,deep,2,Pomacanthidae,Omnivore,poc.sexs,23,1,0.0669,2.724,342.5884705,0.34258847
LTMP3,Exposed,1/11/15,2015,8:18,deep,2,Pomacanthidae,Omnivore,poc.sexs,21,1,0.0669,2.724,267.3938883,0.267393888
LTMP3,Exposed,9/20/11,2011,10:43,shallow,2,Pomacanthidae,Omnivore,poc.sexs,19,1,0.0669,2.724,203.5874144,0.203587414
LTMP3,Exposed,9/20/11,2011,10:43,shallow,2,Pomacanthidae,Omnivore,poc.sexs,30,1,0.0669,2.724,706.4873917,0.706487392
LTMP3,Exposed,9/20/11,2011,10:43,shallow,2,Pomacanthidae,Omnivore,poc.sexs,35,1,0.0669,2.724,1075.146067,1.075146067
LTMP3,Exposed,1/11/15,2015,10:08,shallow,1,Pomacanthidae,Omnivore,poc.sexs,14,1,0.0669,2.724,88.60921456,0.088609215
LTMP3,Exposed,1/11/15,2015,10:08,shallow,1,Pomacanthidae,Omnivore,poc.sexs,18,1,0.0669,2.724,175.7067402,0.17570674
LTMP3,Exposed,1/11/15,2015,10:08,shallow,1,Pomacanthidae,Omnivore,poc.sexs,25,1,0.0669,2.724,429.9467806,0.429946781
LTMP3,Exposed,1/11/15,2015,10:23,shallow,2,Pomacanthidae,Omnivore,poc.sexs,21,1,0.0669,2.724,267.3938883,0.267393888
Monkey's Butt,Lagoon,9/28/11,2011,841,deep,3,Pomacanthidae,Omnivore,poc.sexs,18,1,0.0669,2.724,175.7067402,0.17570674
Monkey's Butt,Lagoon,9/28/11,2011,841,deep,3,Pomacanthidae,Omnivore,poc.sexs,25,1,0.0669,2.724,429.9467806,0.429946781
Monkey's Butt,Lagoon,9/28/11,2011,9:30,shallow,1,Pomacanthidae,Omnivore,poc.sexs,19,1,0.0669,2.724,203.5874144,0.203587414
Monkey's Butt,Lagoon,9/28/11,2011,9:30,shallow,1,Pomacanthidae,Omnivore,poc.sexs,30,1,0.0669,2.724,706.4873917,0.706487392
Monkey's Butt,Lagoon,1/9/15,2015,10:10,shallow,1,Pomacanthidae,Omnivore,poc.sexs,22,1,0.0669,2.724,303.5187328,0.303518733
North Reef,Sheltered,1/7/15,2015,8:14,deep,2,Pomacanthidae,Omnivore,poc.sexs,28,1,0.0669,2.724,585.4429697,0.58544297
North Reef,Sheltered,1/7/15,2015,8:14,deep,2,Pomacanthidae,Omnivore,poc.sexs,33,1,0.0669,2.724,915.9211549,0.915921155
North Reef,Sheltered,1/7/15,2015,10:45,shallow,2,Pomacanthidae,Omnivore,poc.sexs,27,2,0.0669,2.724,530.2259896,1.060451979
North Reef,Sheltered,1/7/15,2015,10:45,shallow,2,Pomacanthidae,Omnivore,poc.sexs,29,1,0.0669,2.724,644.1666907,0.644166691
Palfrey Lagoon,Lagoon,9/24/11,2011,7:45,deep,1,Pomacanthidae,Omnivore,poc.sexs,26,1,0.0669,2.724,478.4246167,0.478424617
Palfrey Lagoon,Lagoon,1/14/15,2015,8:08,deep,2,Pomacanthidae,Omnivore,poc.sexs,22,1,0.0669,2.724,303.5187328,0.303518733
Palfrey Lagoon,Lagoon,1/14/15,2015,9:55,shallow,1,Pomacanthidae,Omnivore,poc.sexs,31,1,0.0669,2.724,772.4944569,0.772494457
Palfrey Lagoon,Lagoon,1/14/15,2015,10:04,shallow,2,Pomacanthidae,Omnivore,poc.sexs,15,1,0.0669,2.724,106.9297884,0.106929788
Pidgin Point,Exposed,1/11/15,2015,12:40,deep,2,Pomacanthidae,Omnivore,poc.sexs,17,2,0.0669,2.724,150.3726937,0.300745387
Pidgin Point,Exposed,1/11/15,2015,13:11,deep,3,Pomacanthidae,Omnivore,poc.sexs,21,1,0.0669,2.724,267.3938883,0.267393888
Pidgin Point,Exposed,9/27/11,2011,1627,shallow,3,Pomacanthidae,Omnivore,poc.sexs,23,1,0.0669,2.724,342.5884705,0.34258847
Pidgin Point,Exposed,9/27/11,2011,1627,shallow,3,Pomacanthidae,Omnivore,poc.sexs,25,1,0.0669,2.724,429.9467806,0.429946781
Pidgin Point,Exposed,1/11/15,2015,14:28,shallow,1,Pomacanthidae,Omnivore,poc.sexs,30,1,0.0669,2.724,706.4873917,0.706487392
Pidgin Point,Exposed,1/11/15,2015,14:39,shallow,2,Pomacanthidae,Omnivore,poc.sexs,17,1,0.0669,2.724,150.3726937,0.150372694
Resort,Sheltered,9/24/11,2011,14:11,deep,2,Pomacanthidae,Omnivore,poc.sexs,19,1,0.0669,2.724,203.5874144,0.203587414
Resort,Sheltered,1/8/15,2015,11:14,shallow,3,Pomacanthidae,Omnivore,poc.sexs,27,1,0.0669,2.724,530.2259896,0.53022599
Steve's Gully,Oblique,9/28/11,2011,15:03,shallow,1,Pomacanthidae,Omnivore,poc.sexs,15,1,0.0669,2.724,106.9297884,0.106929788
Steve's Gully,Oblique,9/28/11,2011,15:03,shallow,3,Pomacanthidae,Omnivore,poc.sexs,16,1,0.0669,2.724,127.4820241,0.127482024
Steve's Gully,Oblique,9/28/11,2011,15:03,shallow,3,Pomacanthidae,Omnivore,poc.sexs,19,1,0.0669,2.724,203.5874144,0.203587414
Steve's Gully,Oblique,1/12/15,2015,8:01,deep,1,Pomacanthidae,Omnivore,poc.sexs,12,1,0.0669,2.724,58.2258493,0.058225849
Steve's Gully,Oblique,1/12/15,2015,8:01,deep,1,Pomacanthidae,Omnivore,poc.sexs,19,1,0.0669,2.724,203.5874144,0.203587414
Steve's Gully,Oblique,1/12/15,2015,8:01,deep,1,Pomacanthidae,Omnivore,poc.sexs,22,1,0.0669,2.724,303.5187328,0.303518733
Steve's Gully,Oblique,1/12/15,2015,8:17,deep,2,Pomacanthidae,Omnivore,poc.sexs,16,1,0.0669,2.724,127.4820241,0.127482024
Steve's Gully,Oblique,1/12/15,2015,11:09,shallow,3,Pomacanthidae,Omnivore,poc.sexs,19,1,0.0669,2.724,203.5874144,0.203587414
Steve's Gully,Oblique,1/12/15,2015,11:09,shallow,3,Pomacanthidae,Omnivore,poc.sexs,22,1,0.0669,2.724,303.5187328,0.303518733
Steve's Gully,Oblique,1/12/15,2015,11:09,shallow,3,Pomacanthidae,Omnivore,poc.sexs,24,2,0.0669,2.724,384.6994277,0.769398855
Washing Machine,Oblique,9/21/11,2011,7:51,deep,1,Pomacanthidae,Omnivore,poc.sexs,27,1,0.0669,2.724,530.2259896,0.53022599
Monkey's Butt,Lagoon,1/9/15,2015,10:22,shallow,2,Pomacanthidae,Spongivore,poc.xant,42,1,0.0669,2.724,1766.677121,1.766677121
Bommie Bay,Oblique,1/10/15,2015,8:07,deep,1,Pomacanthidae,Spongivore,pyg.diac,29,1,0.0669,2.724,644.1666907,0.644166691
Bommie Bay,Oblique,1/10/15,2015,10:20,shallow,2,Pomacanthidae,Spongivore,pyg.diac,17,1,0.0669,2.724,150.3726937,0.150372694
LTMP1,Exposed,9/20/11,2011,1340,deep,1,Pomacanthidae,Spongivore,pyg.diac,26,1,0.0669,2.724,478.4246167,0.478424617
LTMP1,Exposed,9/20/11,2011,15:26,shallow,3,Pomacanthidae,Spongivore,pyg.diac,12,1,0.0669,2.724,58.2258493,0.058225849
LTMP3,Exposed,1/11/15,2015,8:06,deep,1,Pomacanthidae,Spongivore,pyg.diac,15,1,0.0669,2.724,106.9297884,0.106929788
LTMP3,Exposed,9/20/11,2011,10:43,shallow,2,Pomacanthidae,Spongivore,pyg.diac,18,1,0.0669,2.724,175.7067402,0.17570674
Palfrey Lagoon,Lagoon,1/14/15,2015,9:55,shallow,1,Pomacanthidae,Spongivore,pyg.diac,22,1,0.0669,2.724,303.5187328,0.303518733
Pidgin Point,Exposed,9/26/11,2011,14:06,deep,1,Pomacanthidae,Spongivore,pyg.diac,14,1,0.0669,2.724,88.60921456,0.088609215
Pidgin Point,Exposed,9/26/11,2011,14:06,deep,2,Pomacanthidae,Spongivore,pyg.diac,17,1,0.0669,2.724,150.3726937,0.150372694
Pidgin Point,Exposed,1/11/15,2015,12:40,deep,2,Pomacanthidae,Spongivore,pyg.diac,14,1,0.0669,2.724,88.60921456,0.088609215
Pidgin Point,Exposed,1/11/15,2015,13:11,deep,3,Pomacanthidae,Spongivore,pyg.diac,28,1,0.0669,2.724,585.4429697,0.58544297
Pidgin Point,Exposed,9/27/11,2011,1542,shallow,1,Pomacanthidae,Spongivore,pyg.diac,25,1,0.0669,2.724,429.9467806,0.429946781
Pidgin Point,Exposed,1/11/15,2015,14:39,shallow,2,Pomacanthidae,Spongivore,pyg.diac,24,1,0.0669,2.724,384.6994277,0.384699428
Steve's Gully,Oblique,9/28/11,2011,1415,deep,3,Pomacanthidae,Spongivore,pyg.diac,26,1,0.0669,2.724,478.4246167,0.478424617
Steve's Gully,Oblique,9/28/11,2011,1415,deep,3,Pomacanthidae,Spongivore,pyg.diac,27,1,0.0669,2.724,530.2259896,0.53022599
Blue Lagoon,Lagoon,1/14/15,2015,13:26,shallow,3,Pomacentridae,Planktivore,abu.sexs,9,4,0.0213,3.152,21.68462885,0.086738515
Granite,Sheltered,1/7/15,2015,15:27,shallow,3,Pomacentridae,Planktivore,abu.sexs,7,1,0.0213,3.152,9.820387517,0.009820388
LTMP1,Exposed,1/13/15,2015,10:39,shallow,2,Pomacentridae,Planktivore,abu.sexs,10,1,0.0213,3.152,30.22592521,0.030225925
Big Vickis,Sheltered,1/8/15,2015,15:03,shallow,2,Pomacentridae,Planktivore,abu.whit,10,3,0.0254,3.093,31.4654333,0.0943963
Big Vickis,Sheltered,1/8/15,2015,15:47,shallow,3,Pomacentridae,Planktivore,abu.whit,10,1,0.0254,3.093,31.4654333,0.031465433
Coconut,Exposed,1/10/15,2015,12:38,deep,2,Pomacentridae,Planktivore,abu.whit,10,17,0.0254,3.093,31.4654333,0.534912366
Coconut,Exposed,9/26/11,2011,1010,shallow,1,Pomacentridae,Planktivore,abu.whit,10,1,0.0254,3.093,31.4654333,0.031465433
Coconut,Exposed,9/26/11,2011,1010,shallow,1,Pomacentridae,Planktivore,abu.whit,11,1,0.0254,3.093,42.25336408,0.042253364
Coconut,Exposed,9/26/11,2011,1030,shallow,2,Pomacentridae,Planktivore,abu.whit,12,1,0.0254,3.093,55.3020602,0.05530206
Coconut,Exposed,9/26/11,2011,1030,shallow,2,Pomacentridae,Planktivore,abu.whit,12,1,0.0254,3.093,55.3020602,0.05530206
Coconut,Exposed,1/10/15,2015,14:32,shallow,1,Pomacentridae,Planktivore,abu.whit,11,1,0.0254,3.093,42.25336408,0.042253364
Coconut,Exposed,1/10/15,2015,14:32,shallow,1,Pomacentridae,Planktivore,abu.whit,12,1,0.0254,3.093,55.3020602,0.05530206
Coconut,Exposed,1/10/15,2015,14:43,shallow,2,Pomacentridae,Planktivore,abu.whit,12,2,0.0254,3.093,55.3020602,0.11060412
Coconut,Exposed,1/10/15,2015,14:43,shallow,2,Pomacentridae,Planktivore,abu.whit,13,8,0.0254,3.093,70.83705629,0.56669645
Coconut,Exposed,1/10/15,2015,15:20,shallow,3,Pomacentridae,Planktivore,abu.whit,13,12,0.0254,3.093,70.83705629,0.850044675
LTMP1,Exposed,1/13/15,2015,10:24,shallow,1,Pomacentridae,Planktivore,abu.whit,10,2,0.0254,3.093,31.4654333,0.062930867
LTMP1,Exposed,1/13/15,2015,10:24,shallow,1,Pomacentridae,Planktivore,abu.whit,11,32,0.0254,3.093,42.25336408,1.352107651
LTMP1,Exposed,1/13/15,2015,10:24,shallow,1,Pomacentridae,Planktivore,abu.whit,12,16,0.0254,3.093,55.3020602,0.884832963
LTMP1,Exposed,1/13/15,2015,10:39,shallow,2,Pomacentridae,Planktivore,abu.whit,9,70,0.0254,3.093,22.71463687,1.590024581
LTMP1,Exposed,1/13/15,2015,10:39,shallow,2,Pomacentridae,Planktivore,abu.whit,10,146,0.0254,3.093,31.4654333,4.593953261
LTMP1,Exposed,1/13/15,2015,11:15,shallow,3,Pomacentridae,Planktivore,abu.whit,11,1,0.0254,3.093,42.25336408,0.042253364
LTMP1,Exposed,1/13/15,2015,11:15,shallow,3,Pomacentridae,Planktivore,abu.whit,12,1,0.0254,3.093,55.3020602,0.05530206
LTMP3,Exposed,1/11/15,2015,10:08,shallow,1,Pomacentridae,Planktivore,abu.whit,10,1,0.0254,3.093,31.4654333,0.031465433
